name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai Grand i10 2007,2007,65800.0,214923.0, Petrol,INDIVIDUAL,manual,First Owner
Hyundai Creta 2012,2012,106700.0,,petrol,Trustmark Dealer,MANUAL,Second Owner
Ford EcoSport 2018,2018,315400.0,87135.0,petrol,INDIVIDUAL,Manual,First Owner
Ford EcoSport 2014,2014,226800.0,145701.0,Diesel,DEALER ,Automatic,Second Owner
Maruti Dzire 2008,2008,54400.0,187851.0,Petrol,INDIVIDUAL,manual,Third Owner
Tata Tiago 2013,2013,140100.0,133110.0,Petrol,individual,Manual,First Owner
Renault Duster 2014,2014,142700.0,127848.0,Diesel,INDIVIDUAL, Automatic,Second Owner
Hyundai Grand i10 2010,2010,73200.0,173703.0, Petrol,dealer,Manual,Second Owner
Renault Kwid 2010,2010,74500.0,182429.0,Diesel ,Trustmark Dealer,manual,First Owner
Maruti Alto 2007,2007,51100.0,219362.0,DIESEL,Individual,manual,First Owner
Tata Safari 2007,2007,58400.0,194360.0,Diesel,Individual,manual,Third Owner
Mahindra Scorpio 2011,2011,149800.0,172334.0,DIESEL,DEALER ,manual,Second Owner
Honda City 2020,2020,494800.0,49897.0,cng,INDIVIDUAL,Manual,First Owner
Tata Safari 2016,2016,314900.0,104079.0,Diesel ,dealer,Automatic,First Owner
Mahindra XUV500 2007,2007,74400.0,201657.0,DIESEL,dealer,MANUAL,First Owner
Volkswagen Ameo 2013,2013,183400.0,144952.0,Diesel ,DEALER ,Manual,Second Owner
Ford Aspire 2017,2017,,90548.0,PETROL,Individual,manual,Fourth & Above Owner
Maruti Ertiga 2022,2022,476800.0,49145.0,Diesel ,INDIVIDUAL,manual,First Owner
Renault Triber 2023,2023,517500.0,7590.0,PETROL,INDIVIDUAL,manual,Second Owner
Volkswagen Vento 2010,2010,120900.0,160360.0,DIESEL,individual,manual,First Owner
Toyota Yaris 2007,2007,97400.0,216077.0, Petrol,Individual,manual,First Owner
Maruti Swift 2017,2017,252600.0,82762.0,Electric,INDIVIDUAL,manual,First Owner
Tata Tiago 2010,2010,99800.0,178915.0,Diesel ,dealer,MANUAL,Second Owner
Maruti Alto 2018,2018,291300.0,78721.0,diesel,dealer,MANUAL,First Owner
Mahindra XUV500 2008,2008,105400.0,194810.0,Diesel ,Trustmark Dealer,Manual,First Owner
Tata Safari 2014,2014,172700.0,123195.0,petrol,Individual,Manual,First Owner
Mahindra Thar 2009,2009,114100.0,183612.0,Petrol,individual,manual,First Owner
Mahindra Thar 2011,2011,122100.0,155591.0,PETROL,Individual,MANUAL,First Owner
Audi A6 2018,2018,1980900.0,75870.0,DIESEL,DEALER ,Manual,First Owner
Ford Aspire 2009,2009,81900.0,183967.0,petrol,Dealer,manual,Second Owner
Maruti Swift 2007,2007,60700.0,213518.0,Petrol,individual,MANUAL,First Owner
Volkswagen Ameo 2008,2008,99300.0,214948.0,Diesel,DEALER ,manual,First Owner
Honda Jazz 2019,2019,242700.0,82930.0, Petrol,DEALER ,manual,Third Owner
Ford Figo 2022,2022,531300.0,35744.0,cng,dealer,MANUAL,First Owner
Maruti Swift 2015,2015,201300.0,110196.0,PETROL,Individual,Automatic,First Owner
Hyundai Venue 2014,2014,143200.0,138797.0,CNG,Dealer,MANUAL,Second Owner
Toyota Etios 2016,2016,342500.0,95627.0,DIESEL,INDIVIDUAL,Manual,Third Owner
Maruti Dzire 2007,2007,55100.0,212478.0, Petrol,Dealer,MANUAL,First Owner
Ford EcoSport 2012,2012,117500.0,148519.0,PETROL,dealer,manual,Second Owner
Toyota Innova 2011,2011,107900.0,146424.0, Petrol,trustmark dealer,manual,Third Owner
Maruti Alto 2019,2019,271700.0,68111.0,petrol,INDIVIDUAL,Manual,First Owner
Tata Nexon 2012,2012,119500.0,163725.0, Petrol,Individual,MANUAL,First Owner
Audi Q3 2022,2022,2888100.0,17411.0,Petrol,INDIVIDUAL,MANUAL,First Owner
Tata Safari 2013,2013,185500.0,133150.0,petrol,Trustmark Dealer,automatic,First Owner
Hyundai Verna 2014,2014,142400.0,146499.0, Petrol,Dealer,manual,First Owner
Hyundai Creta 2013,2013,124500.0,150579.0, Petrol,Individual,Manual,Second Owner
Audi Q3 2016,2016,1282200.0,92159.0,Diesel,dealer,manual,First Owner
Ford Aspire 2013,2013,154500.0,135431.0,petrol,Trustmark Dealer,manual,Third Owner
Volkswagen Polo 2013,2013,152600.0,144166.0,Diesel ,Trustmark Dealer,Automatic,Third Owner
Toyota Glanza 2014,2014,229500.0,124822.0,Diesel ,INDIVIDUAL,Manual,Third Owner
Honda Jazz 2010,2010,106900.0,183350.0,Diesel,Individual,manual,Second Owner
Hyundai i20 2022,2022,497300.0,40590.0, Petrol,DEALER ,MANUAL,First Owner
Ford Aspire 2013,2013,155200.0,130449.0,Diesel,trustmark dealer,manual,First Owner
Maruti Swift 2009,2009,60200.0,185620.0, Petrol,INDIVIDUAL,manual,Second Owner
Honda Civic 2016,2016,264400.0,102377.0, Petrol,Individual,manual,First Owner
Ford Endeavour 2009,2009,104100.0,176619.0,Petrol,INDIVIDUAL,Manual,First Owner
Volkswagen Polo 2016,2016,265900.0,115253.0,LPG,trustmark dealer,manual,First Owner
Renault Triber 2009,2009,73100.0,180867.0,LPG,individual, Automatic,First Owner
Renault Kwid 2023,2023,480300.0,28540.0,CNG,Individual,MANUAL,First Owner
Hyundai i20 2011,2011,102100.0,159488.0,Petrol,INDIVIDUAL,automatic,Second Owner
Maruti Ertiga 2019,2019,338300.0,57220.0,PETROL,Trustmark Dealer,manual,First Owner
Tata Nexon 2013,2013,157900.0,127684.0,Diesel ,INDIVIDUAL,MANUAL,First Owner
Toyota Innova 2019,2019,379200.0,70486.0, Petrol,Individual,manual,Third Owner
Honda WR-V 2013,2013,126700.0,143409.0,petrol,Individual,Manual,Second Owner
Skoda Superb 2008,2008,111800.0,205453.0,diesel,dealer,Manual,First Owner
Hyundai i20 2013,2013,123400.0,133102.0, Petrol,dealer,MANUAL,Second Owner
Honda Amaze 2021,2021,590700.0,47417.0,CNG,Individual,Manual,First Owner
Audi A6 2017,2017,1863900.0,96613.0,Diesel ,DEALER ,manual,First Owner
Toyota Innova 2008,2008,104500.0,204188.0,Petrol,Individual,MANUAL,Second Owner
Honda Amaze 2008,2008,85900.0,193261.0,PETROL,individual,Manual,First Owner
Audi Q3 2011,2011,638400.0,153773.0,cng,Dealer,MANUAL,Second Owner
Hyundai Grand i10 2014,2014,149700.0,130840.0,LPG,trustmark dealer,manual,Second Owner
Skoda Superb 2016,2016,369300.0,107913.0,Diesel ,dealer,Manual,First Owner
Tata Altroz 2018,2018,366600.0,76906.0,diesel,individual,manual,First Owner
Mahindra Bolero 2016,2016,216900.0,103396.0,Diesel ,Dealer,MANUAL,Fourth & Above Owner
Mahindra XUV300 2014,2014,179900.0,132724.0,Petrol,individual,Automatic,Third Owner
Mahindra Scorpio 2013,2013,222900.0,131194.0,Diesel ,dealer,manual,Second Owner
Mahindra XUV500 2020,2020,588400.0,51755.0,DIESEL,DEALER ,manual,First Owner
Hyundai Verna 2022,2022,445800.0,41126.0,Diesel ,INDIVIDUAL,Manual,Fourth & Above Owner
Hyundai i20 2022,2022,613500.0,32706.0,Diesel ,dealer,Manual,First Owner
Maruti Baleno 2007,2007,44900.0,204363.0, Petrol,dealer,Manual,Second Owner
Tata Tiago 2022,2022,658000.0,33905.0, Petrol,trustmark dealer,Automatic,Second Owner
Hyundai Verna 2014,2014,178600.0,123861.0,petrol,individual,MANUAL,First Owner
Honda Amaze 2013,2013,176400.0,144569.0,PETROL,individual, Automatic,Second Owner
Renault Triber 2021,2021,404300.0,57090.0,petrol,dealer,manual,First Owner
Renault Triber 2013,2013,127700.0,151545.0,diesel,INDIVIDUAL, Automatic,First Owner
Maruti Swift 2018,2018,258400.0,86180.0,Diesel,Individual,Manual,First Owner
Hyundai Creta 2015,2015,187900.0,120826.0,PETROL,individual,MANUAL,First Owner
  Ford Aspire 2011  ,2011,88400.0,178211.0,CNG,Individual,MANUAL,Third Owner
BMW 3 Series 2013,2013,811000.0,133486.0,diesel,dealer,Manual,First Owner
Renault Triber 2019,2019,438300.0,57330.0,Diesel,INDIVIDUAL,Automatic,First Owner
Ford EcoSport 2021,2021,641200.0,50891.0,DIESEL,Trustmark Dealer,automatic,First Owner
Hyundai Venue 2023,2023,783500.0,10954.0,DIESEL,INDIVIDUAL,MANUAL,First Owner
Honda Amaze 2012,2012,125700.0,151388.0,Petrol,trustmark dealer,manual,Second Owner
Tata Altroz 2014,2014,170400.0,112888.0,diesel,Individual,MANUAL,Second Owner
Hyundai Venue 2018,2018,300800.0,76767.0, Petrol,Individual,manual,First Owner
  Maruti Ertiga 2010  ,2010,71600.0,174231.0,DIESEL,individual,Manual,Third Owner
Toyota Etios 2015,2015,338100.0,112759.0,Diesel,individual,automatic,First Owner
Maruti Swift 2014,2014,133400.0,125513.0,Petrol,DEALER ,manual,Second Owner
Tata Safari 2009,2009,102100.0,188575.0,Diesel ,INDIVIDUAL, Automatic,First Owner
Honda City 2008,2008,82200.0,194823.0,Petrol,Trustmark Dealer,manual,Second Owner
Maruti Wagon R 2019,2019,244500.0,66256.0,Diesel ,DEALER ,Manual,Second Owner
Tata Tiago 2017,2017,227700.0,85556.0,Petrol,trustmark dealer,MANUAL,Second Owner
Maruti Vitara Brezza 2023,2023,474700.0,22081.0,petrol,Trustmark Dealer,manual,Third Owner
Honda WR-V 2011,2011,107100.0,159161.0,diesel,INDIVIDUAL,manual,First Owner
Maruti Wagon R 2015,2015,172600.0,114780.0,Diesel,individual,Manual,First Owner
Mahindra Scorpio 2011,2011,163800.0,148459.0,DIESEL,Dealer,automatic,Second Owner
Mahindra XUV300 2016,2016,257300.0,93831.0,PETROL,dealer,Manual,Second Owner
Maruti Wagon R 2014,2014,115900.0,142811.0,PETROL,Trustmark Dealer,Manual,Second Owner
Volkswagen Polo 2018,2018,392200.0,82626.0,cng,Individual,MANUAL,First Owner
Honda Jazz 2015,2015,220800.0,133761.0,petrol,Trustmark Dealer,Automatic,First Owner
Tata Tiago 2019,2019,408500.0,56473.0,CNG,DEALER ,MANUAL,First Owner
Maruti Dzire 2008,2008,54400.0,187851.0,Petrol,INDIVIDUAL,manual,Third Owner
Volkswagen Vento 2014,2014,222600.0,122138.0,Diesel,Individual,manual,First Owner
Mahindra XUV500 2013,2013,167900.0,144912.0,Diesel ,Individual,manual,First Owner
Hyundai Venue 2012,2012,131800.0,139815.0,diesel,individual,MANUAL,First Owner
Audi A6 2018,2018,1980900.0,75870.0,DIESEL,DEALER ,Manual,First Owner
Mahindra Bolero 2016,2016,260300.0,107138.0,CNG,trustmark dealer,MANUAL,Second Owner
Ford Endeavour 2017,2017,281200.0,93343.0,petrol,individual,MANUAL,First Owner
Maruti Swift 2014,2014,155800.0,121748.0, Petrol,Individual,MANUAL,Second Owner
Audi A6 2011,2011,653100.0,156618.0, Petrol,Individual,manual,Second Owner
Tata Altroz 2009,2009,60200.0,174490.0,Diesel ,Individual,manual,Fourth & Above Owner
Hyundai Venue 2016,2016,297700.0,94352.0,petrol,Dealer,automatic,First Owner
Hyundai Verna 2007,2007,86400.0,206271.0,petrol,Individual,automatic,Test Drive Car
Hyundai Creta 2015,2015,192900.0,114054.0,Diesel ,Dealer,MANUAL,Second Owner
Mahindra Scorpio 2022,2022,638300.0,40441.0,PETROL,individual,manual,Second Owner
Ford Aspire 2021,2021,574500.0,47563.0,DIESEL,individual,manual,Second Owner
Hyundai Verna 2012,2012,102100.0,157326.0,DIESEL,DEALER ,MANUAL,Second Owner
Maruti Wagon R 2009,2009,73900.0,205326.0, Petrol,Individual,manual,First Owner
Ford Aspire 2022,2022,608300.0,31619.0,diesel,Trustmark Dealer,MANUAL,First Owner
Hyundai Creta 2009,2009,80300.0,201407.0,Petrol,DEALER ,MANUAL,First Owner
Maruti Vitara Brezza 2016,2016,221400.0,114199.0,DIESEL,Individual,Manual,First Owner
Audi A4 2007,2007,467000.0,215825.0,Petrol,INDIVIDUAL,MANUAL,First Owner
Mahindra XUV300 2020,2020,545200.0,59909.0,petrol,individual,MANUAL,First Owner
Hyundai Venue 2015,2015,181100.0,120701.0,CNG,INDIVIDUAL,manual,First Owner
Mahindra XUV300 2020,2020,500400.0,57746.0,petrol,individual,Manual,Second Owner
Tata Altroz 2011,2011,89100.0,158006.0, Petrol,INDIVIDUAL,Manual,Second Owner
Audi A4 2021,2021,3197100.0,50841.0, Petrol,INDIVIDUAL,Automatic,Second Owner
Hyundai Grand i10 2022,2022,611300.0,21528.0, Petrol,DEALER ,MANUAL,First Owner
Hyundai Verna 2008,2008,67400.0,193467.0, Petrol,Individual,MANUAL,First Owner
Volkswagen Vento 2011,2011,112400.0,172076.0,LPG,Individual,MANUAL,First Owner
Tata Tiago 2019,2019,406300.0,72360.0, Petrol,DEALER ,Manual,First Owner
Renault Duster 2012,2012,71600.0,153835.0,CNG,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 2013,2013,134100.0,127690.0,DIESEL,individual,MANUAL,Second Owner
Ford Endeavour 2011,2011,90400.0,172682.0,Petrol,DEALER ,MANUAL,Second Owner
Tata Tiago 2018,2018,390000.0,80351.0,Petrol,DEALER , Automatic,First Owner
Ford EcoSport 2022,2022,455600.0,30145.0,petrol,Trustmark Dealer,Manual,Third Owner
Maruti Vitara Brezza 2013,2013,129300.0,146692.0,petrol,Trustmark Dealer,manual,First Owner
Tata Altroz 2010,2010,104800.0,188243.0,diesel,Trustmark Dealer, Automatic,Second Owner
Tata Safari 2007,2007,67300.0,216052.0,diesel,INDIVIDUAL,MANUAL,First Owner
Volkswagen Ameo 2020,2020,585600.0,50572.0,DIESEL,Individual,MANUAL,First Owner
Renault Kwid 2009,2009,68500.0,182453.0,PETROL,INDIVIDUAL,manual,First Owner
Tata Safari 2008,2008,89900.0,204782.0,diesel,dealer,Automatic,Third Owner
Maruti Ertiga 2008,2008,51100.0,184674.0,diesel,dealer,MANUAL,Second Owner
Ford Endeavour 2018,2018,312300.0,86742.0,petrol,Individual,Manual,Test Drive Car
Tata Safari 2015,2015,207200.0,127391.0, Petrol,Individual,Manual,First Owner
Tata Nexon 2016,2016,227300.0,113593.0,petrol,individual,manual,First Owner
Honda WR-V 2015,2015,198100.0,116064.0,PETROL,INDIVIDUAL,Manual,Third Owner
  Hyundai i20 2009  ,2009,74600.0,176934.0,CNG,Trustmark Dealer,Manual,Second Owner
BMW 5 Series 2014,2014,1023000.0,129907.0,PETROL,individual,automatic,Second Owner
Mahindra Thar 2012,2012,119600.0,154198.0,Petrol,Dealer,manual,Third Owner
Maruti Wagon R 2007,2007,63300.0,214233.0,Diesel,DEALER ,manual,First Owner
Toyota Etios 2017,2017,389800.0,88503.0, Petrol,trustmark dealer,Manual,Test Drive Car
Tata Nexon 2012,2012,136400.0,144283.0,Diesel,INDIVIDUAL,manual,First Owner
Toyota Etios 2013,2013,189500.0,149201.0,petrol,Individual,Manual,Second Owner
Honda WR-V 2011,2011,131500.0,150493.0, Petrol,Dealer,automatic,First Owner
Hyundai Grand i10 2012,2012,115700.0,168939.0,Petrol,Trustmark Dealer,MANUAL,First Owner
Ford Figo 2020,2020,482800.0,71847.0,Diesel,INDIVIDUAL,Manual,First Owner
Honda City 2018,2018,311000.0,75238.0,Diesel ,Individual,manual,Third Owner
Volkswagen Vento 2015,2015,227000.0,115620.0,Diesel ,INDIVIDUAL,manual,First Owner
Ford Aspire 2018,2018,354300.0,75642.0,diesel,Dealer,Manual,First Owner
Ford Figo 2022,2022,667700.0,28422.0,Diesel ,INDIVIDUAL,MANUAL,First Owner
Ford EcoSport 2020,2020,538100.0,32980.0,Diesel ,dealer,automatic,Second Owner
Hyundai Grand i10 2022,2022,601700.0,36851.0,PETROL,Dealer,Manual,First Owner
Toyota Innova 2020,2020,760800.0,56907.0,petrol,dealer, Automatic,First Owner
Renault Kwid 2013,2013,122400.0,123377.0,PETROL,individual,manual,First Owner
Hyundai Grand i10 2012,2012,106000.0,152714.0,petrol,individual,manual,Third Owner
BMW 5 Series 2016,2016,1364600.0,, Petrol,individual,Manual,First Owner
Volkswagen Vento 2023,2023,937800.0,8981.0,petrol,trustmark dealer, Automatic,First Owner
Maruti Dzire 2021,2021,481800.0,43460.0,diesel,individual,Manual,First Owner
Audi A4 2010,2010,463800.0,184968.0,Petrol,individual,manual,Second Owner
Hyundai i20 2009,2009,58000.0,177551.0,cng,individual,MANUAL,Fourth & Above Owner
Honda Amaze 2018,2018,394800.0,101665.0,DIESEL,INDIVIDUAL,manual,First Owner
Mahindra Thar 2017,2017,328200.0,94310.0,PETROL,individual,automatic,Second Owner
Maruti Dzire 2015,2015,174300.0,,Diesel ,individual,Manual,First Owner
Toyota Glanza 2018,2018,494100.0,79192.0,Diesel ,dealer,Automatic,Third Owner
Hyundai Venue 2021,2021,455000.0,42290.0, Petrol,INDIVIDUAL,manual,First Owner
Volkswagen Ameo 2008,2008,70100.0,188998.0,Diesel,individual,manual,Fourth & Above Owner
Audi A6 2007,2007,414900.0,199140.0,DIESEL,dealer,MANUAL,First Owner
Renault Duster 2010,2010,60900.0,170044.0,PETROL,individual,Manual,Third Owner
Volkswagen Polo 2008,2008,88800.0,204600.0,Diesel ,Dealer,Manual,Second Owner
Hyundai i20 2007,2007,75700.0,218421.0,Diesel ,individual,manual,First Owner
Toyota Innova 2010,2010,120300.0,, Petrol,individual,MANUAL,Second Owner
Toyota Innova 2020,2020,707300.0,41280.0,Diesel,INDIVIDUAL,MANUAL,First Owner
Ford Endeavour 2022,2022,584200.0,23327.0,petrol,trustmark dealer,Manual,First Owner
Toyota Glanza 2020,2020,667800.0,60644.0,Diesel ,Trustmark Dealer,Manual,First Owner
Renault Duster 2018,2018,268800.0,84791.0, Petrol,INDIVIDUAL,Manual,First Owner
Honda Jazz 2021,2021,455100.0,48549.0,diesel,Dealer,MANUAL,Fourth & Above Owner
Honda Jazz 2023,2023,825200.0,29553.0,diesel,Dealer,MANUAL,First Owner
Tata Altroz 2014,2014,,143191.0,Petrol,DEALER ,Manual,Second Owner
Tata Nexon 2017,2017,244400.0,90701.0,petrol,DEALER ,manual,First Owner
Tata Altroz 2021,2021,370000.0,48322.0,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner
Renault Duster 2007,2007,49600.0,212125.0, Petrol,trustmark dealer,Manual,Second Owner
Ford Aspire 2010,2010,80700.0,177229.0,Diesel ,INDIVIDUAL,Manual,Third Owner
Hyundai Creta 2014,2014,169600.0,125816.0,diesel,INDIVIDUAL,Manual,Second Owner
Hyundai Venue 2013,2013,171500.0,133574.0,diesel,DEALER ,automatic,First Owner
Volkswagen Polo 2016,2016,,98095.0,Petrol,Dealer,manual,Second Owner
  Tata Nexon 2018  ,2018,264000.0,63443.0,petrol,Dealer,Manual,Second Owner
Maruti Baleno 2020,2020,372300.0,50296.0,Diesel ,dealer,MANUAL,First Owner
Maruti Wagon R 2019,2019,332300.0,66611.0, Petrol,DEALER ,MANUAL,First Owner
Renault Kwid 2019,2019,284500.0,71631.0,Diesel ,INDIVIDUAL,MANUAL,First Owner
Maruti Swift 2018,2018,,86435.0,PETROL,INDIVIDUAL,manual,First Owner
Hyundai Santro 2021,2021,603400.0,42540.0,petrol,INDIVIDUAL, Automatic,First Owner
Tata Harrier 2013,2013,157500.0,,PETROL,Dealer,MANUAL,First Owner
Mahindra Bolero 2010,2010,98500.0,161229.0,PETROL,Individual,Manual,First Owner
Ford Figo 2010,2010,90100.0,162966.0,petrol,individual,manual,First Owner
Hyundai Creta 2014,2014,203100.0,116115.0,Diesel,DEALER ,MANUAL,First Owner
BMW 5 Series 2015,2015,1403400.0,103915.0,Diesel,Individual,automatic,Second Owner
Tata Safari 2023,2023,693200.0,1404.0, Petrol,INDIVIDUAL,MANUAL,First Owner
Tata Safari 2022,2022,486400.0,28325.0,electric,Individual,Manual,Third Owner
Toyota Yaris 2021,2021,730900.0,56223.0,diesel,INDIVIDUAL,Manual,Second Owner
Toyota Etios 2009,2009,95700.0,184629.0,Petrol,Individual,Manual,Second Owner
Mahindra XUV500 2017,2017,375300.0,84459.0,diesel,Individual,manual,First Owner
Toyota Etios 2015,2015,265200.0,121737.0,petrol,Individual,MANUAL,First Owner
Mahindra Thar 2010,2010,129500.0,187059.0,,INDIVIDUAL,manual,First Owner
Ford Endeavour 2018,2018,330500.0,56960.0,Petrol,dealer,manual,First Owner
Audi Q3 2022,2022,3348600.0,23271.0, Petrol,INDIVIDUAL,MANUAL,Third Owner
Volkswagen Polo 2022,2022,703800.0,29836.0, Petrol,Individual,MANUAL,First Owner
Tata Safari 2008,2008,77000.0,203949.0,PETROL,Dealer,manual,Second Owner
Hyundai i20 2011,2011,112900.0,153686.0,cng,INDIVIDUAL,Manual,First Owner
Tata Harrier 2010,2010,90100.0,164290.0,DIESEL,individual,manual,Second Owner
Mahindra XUV300 2019,2019,615400.0,70065.0,diesel,Dealer,automatic,First Owner
Tata Tiago 2011,2011,138800.0,179366.0,Diesel ,DEALER ,manual,First Owner
Maruti Swift 2022,2022,578400.0,38337.0,,individual,Manual,First Owner
Mahindra XUV500 2019,2019,412200.0,75243.0,PETROL,individual,MANUAL,Second Owner
BMW X1 2013,2013,807000.0,142766.0,PETROL,Dealer,Manual,First Owner
Tata Tiago 2018,2018,231200.0,89252.0,PETROL,dealer,Manual,Second Owner
Honda Civic 2021,2021,521900.0,46076.0,PETROL,Dealer,Manual,First Owner
Mahindra XUV500 2010,2010,104900.0,180272.0,Petrol,trustmark dealer,manual,Second Owner
Ford EcoSport 2016,2016,320700.0,79255.0, Petrol,Individual,automatic,First Owner
Ford Figo 2018,2018,322100.0,80662.0,Petrol,Trustmark Dealer,manual,First Owner
Hyundai Verna 2013,2013,202600.0,137961.0,DIESEL,INDIVIDUAL,automatic,Test Drive Car
Hyundai Santro 2023,2023,820200.0,13591.0,Diesel ,INDIVIDUAL,MANUAL,First Owner
Hyundai Verna 2018,2018,265700.0,81050.0,,DEALER ,MANUAL,Third Owner
Volkswagen Polo 2016,2016,346000.0,106856.0,DIESEL,INDIVIDUAL,Automatic,First Owner
Honda WR-V 2019,2019,432000.0,72739.0,PETROL,Individual,manual,First Owner
Ford Aspire 2019,2019,456000.0,60336.0,Diesel,INDIVIDUAL,Manual,First Owner
Hyundai Venue 2012,2012,124500.0,163902.0, Petrol,INDIVIDUAL,manual,First Owner
Toyota Fortuner 2020,2020,598500.0,50844.0,PETROL,trustmark dealer,MANUAL,Second Owner
Maruti Baleno 2014,2014,123400.0,126100.0,DIESEL,individual,Manual,Third Owner
Skoda Rapid 2018,2018,540700.0,93899.0,PETROL,individual,Automatic,First Owner
Tata Altroz 2015,2015,234700.0,120895.0,DIESEL,Trustmark Dealer,automatic,First Owner
Skoda Superb 2013,2013,283600.0,131914.0,Diesel ,INDIVIDUAL, Automatic,Second Owner
Honda Civic 2013,2013,123100.0,152561.0,Diesel,Individual,Manual,Fourth & Above Owner
Audi A4 2020,2020,2550300.0,69846.0,petrol,individual,Manual,First Owner
Skoda Octavia 2016,2016,394700.0,116878.0,Diesel ,Individual,Manual,First Owner
Maruti Swift 2009,2009,61400.0,188776.0,PETROL,INDIVIDUAL,manual,First Owner
  Tata Safari 2011  ,2011,134600.0,153327.0,PETROL,DEALER , Automatic,First Owner
Tata Harrier 2007,2007,44400.0,205203.0,diesel,INDIVIDUAL,MANUAL,Third Owner
Renault Duster 2019,2019,284600.0,84760.0,CNG,Dealer,Manual,First Owner
Tata Nexon 2014,2014,197600.0,124730.0,Petrol,trustmark dealer,automatic,First Owner
Hyundai Santro 2013,2013,157100.0,131515.0,Diesel ,DEALER ,manual,First Owner
Maruti Vitara Brezza 2010,2010,76200.0,158575.0,PETROL,trustmark dealer,Manual,First Owner
Audi A4 2017,2017,1160700.0,101094.0,DIESEL,INDIVIDUAL,manual,Fourth & Above Owner
Ford Figo 2014,2014,185000.0,114936.0,Diesel ,individual,manual,Second Owner
Toyota Yaris 2010,2010,148200.0,167341.0,DIESEL,Individual,manual,First Owner
Renault Kwid 2021,2021,345500.0,59060.0,petrol,individual,Automatic,Second Owner
Hyundai Verna 2022,2022,595300.0,29297.0,Petrol,INDIVIDUAL,MANUAL,Second Owner
Mahindra XUV300 2014,2014,179900.0,132724.0,Petrol,individual,Automatic,Third Owner
Tata Nexon 2009,2009,86300.0,170574.0,CNG,INDIVIDUAL,Automatic,Second Owner
Ford Aspire 2019,2019,439800.0,95796.0,petrol,trustmark dealer,automatic,First Owner
Maruti Vitara Brezza 2010,2010,97500.0,175437.0,Petrol,Dealer,manual,First Owner
Toyota Glanza 2017,2017,377800.0,75098.0,PETROL,individual,manual,First Owner
Maruti Ertiga 2011,2011,96700.0,175528.0,Diesel ,dealer, Automatic,First Owner
Ford Endeavour 2015,2015,194200.0,114515.0,petrol,Trustmark Dealer,manual,Second Owner
Toyota Etios 2014,2014,260500.0,115647.0,CNG,INDIVIDUAL,MANUAL,First Owner
Tata Safari 2010,2010,82000.0,201607.0,Petrol,INDIVIDUAL,manual,Second Owner
  Mahindra Bolero 2016  ,2016,228300.0,108449.0,Diesel,individual,MANUAL,Fourth & Above Owner
Volkswagen Vento 2012,2012,157300.0,150397.0,Diesel,Dealer,automatic,Second Owner
Tata Safari 2014,2014,164200.0,148979.0,Petrol,INDIVIDUAL,MANUAL,First Owner
Volkswagen Ameo 2008,2008,91400.0,213821.0,PETROL,dealer,manual,First Owner
Maruti Swift 2015,2015,187700.0,121620.0,petrol,Trustmark Dealer,MANUAL,First Owner
Maruti Swift 2015,2015,135600.0,109709.0, Petrol,Trustmark Dealer,MANUAL,Second Owner
Volkswagen Polo 2019,2019,444600.0,66155.0,Diesel ,Individual,Manual,First Owner
Mahindra Scorpio 2014,2014,227200.0,132965.0,diesel,DEALER ,manual,First Owner
Hyundai Grand i10 2011,2011,107500.0,164819.0,DIESEL,individual,MANUAL,First Owner
Honda City 2015,2015,204100.0,117952.0,PETROL,dealer,Manual,First Owner
Skoda Superb 2014,2014,186700.0,104373.0,petrol,dealer,manual,Fourth & Above Owner
Hyundai Verna 2020,2020,606300.0,52354.0,diesel,Dealer,Automatic,First Owner
Maruti Ertiga 2021,2021,353400.0,50376.0,cng,trustmark dealer, Automatic,Second Owner
Ford Endeavour 2016,2016,251600.0,111028.0,Petrol,INDIVIDUAL, Automatic,First Owner
Hyundai Grand i10 2010,2010,99600.0,169803.0, Petrol,dealer,manual,First Owner
Skoda Octavia 2009,2009,147300.0,185854.0,petrol,dealer,Automatic,Second Owner
Tata Safari 2015,2015,196600.0,110939.0,diesel,Individual,Manual,Second Owner
Renault Kwid 2018,2018,269500.0,78627.0,PETROL,DEALER ,MANUAL,First Owner
Skoda Octavia 2008,2008,98500.0,178273.0,PETROL,Dealer,manual,Third Owner
Honda City 2007,2007,70200.0,207588.0,PETROL,DEALER ,MANUAL,First Owner
Toyota Yaris 2009,2009,124700.0,202332.0, Petrol,individual,MANUAL,First Owner
Honda Civic 2007,2007,76000.0,217587.0,PETROL,Individual,MANUAL,Second Owner
Maruti Ertiga 2007,2007,62700.0,217780.0,Petrol,individual,MANUAL,First Owner
Toyota Fortuner 2022,2022,754200.0,30932.0,petrol,DEALER ,manual,Second Owner
Maruti Ertiga 2015,2015,159500.0,122606.0, Petrol,individual,manual,First Owner
Volkswagen Vento 2018,2018,245600.0,81062.0,petrol,INDIVIDUAL,Manual,Second Owner
Ford Aspire 2014,2014,172600.0,140948.0,Electric,individual,MANUAL,Second Owner
Renault Duster 2015,2015,167900.0,95541.0, Petrol,dealer,Manual,Second Owner
Hyundai i20 2018,2018,379600.0,79398.0,Petrol,dealer,manual,First Owner
Tata Safari 2008,2008,69900.0,211499.0,Diesel,Individual,Manual,First Owner
